439
1 5
387.0 321.0 4143
317.0 291.0 4178
237.0 244.0 4216
204.0 192.0 4247
192.0 128.0 4284
152.0 83.0 4323
109.0 57.0 4352
45.0 6.0 4404
178 13
12.0 408.0 4021
76.0 382.0 4059
140.0 376.0 4092
232.0 387.0 4127
323.0 405.0 4159
412.0 425.0 4192
515.0 406.0 4227
580.0 369.0 4260
639.0 312.0 4297
671.0 271.0 4324
682.0 243.0 4343
704.0 209.0 4371
721.0 145.0 4417
179 18
702.0 267.0 4055
626.0 253.0 4092
554.0 236.0 4125
494.0 230.0 4159
433.0 242.0 4193
368.0 258.0 4228
312.0 265.0 4258
270.0 262.0 4288
234.0 267.0 4316
199.0 265.0 4349
174.0 262.0 4383
177.0 245.0 4413
179.0 223.0 4446
179.0 201.0 4500
171.0 195.0 4635
146.0 205.0 4661
99.0 235.0 4693
16.0 260.0 4739
180 9
697.0 260.0 4091
671.0 217.0 4128
645.0 186.0 4162
603.0 163.0 4195
573.0 148.0 4227
531.0 131.0 4267
505.0 117.0 4301
481.0 89.0 4330
492.0 48.0 4366
181 13
17.0 379.0 4123
71.0 365.0 4157
129.0 345.0 4190
200.0 333.0 4220
276.0 312.0 4249
353.0 290.0 4281
426.0 257.0 4314
494.0 218.0 4351
548.0 164.0 4388
581.0 119.0 4423
584.0 81.0 4451
568.0 49.0 4481
554.0 9.0 4527
182 11
702.0 255.0 4157
633.0 239.0 4180
557.0 238.0 4204
482.0 238.0 4231
410.0 245.0 4260
321.0 212.0 4293
250.0 182.0 4318
211.0 146.0 4344
179.0 94.0 4374
131.0 49.0 4406
70.0 7.0 4444
183 14
14.0 380.0 4209
63.0 369.0 4239
114.0 361.0 4273
171.0 368.0 4305
248.0 380.0 4340
302.0 395.0 4368
337.0 403.0 4388
403.0 420.0 4416
479.0 421.0 4446
565.0 412.0 4482
597.0 424.0 4502
620.0 454.0 4523
662.0 493.0 4550
705.0 512.0 4567
184 12
17.0 417.0 4225
67.0 408.0 4260
129.0 391.0 4297
177.0 399.0 4323
249.0 416.0 4354
322.0 438.0 4387
420.0 457.0 4421
506.0 452.0 4453
586.0 448.0 4486
624.0 454.0 4506
661.0 457.0 4531
700.0 463.0 4569
185 11
705.0 408.0 4249
629.0 412.0 4274
533.0 403.0 4307
446.0 402.0 4339
369.0 394.0 4366
328.0 370.0 4386
266.0 344.0 4411
196.0 324.0 4441
138.0 310.0 4470
89.0 307.0 4506
17.0 326.0 4552
186 10
9.0 331.0 4249
76.0 324.0 4276
140.0 313.0 4303
225.0 325.0 4334
299.0 334.0 4358
385.0 335.0 4387
468.0 346.0 4415
566.0 344.0 4446
639.0 332.0 4471
703.0 306.0 4499
187 12
16.0 314.0 4272
80.0 264.0 4303
138.0 220.0 4337
220.0 199.0 4365
300.0 194.0 4394
388.0 194.0 4426
486.0 186.0 4459
557.0 177.0 4488
617.0 151.0 4517
648.0 144.0 4538
687.0 136.0 4560
715.0 104.0 4586
188 9
723.0 422.0 4277
703.0 336.0 4301
692.0 296.0 4316
693.0 251.0 4331
685.0 211.0 4345
660.0 161.0 4367
637.0 98.0 4395
615.0 41.0 4425
599.0 8.0 4449
189 12
15.0 364.0 4416
73.0 354.0 4461
127.0 347.0 4507
196.0 340.0 4543
277.0 333.0 4581
340.0 335.0 4617
384.0 333.0 4645
441.0 335.0 4675
502.0 347.0 4703
564.0 336.0 4732
626.0 342.0 4769
702.0 339.0 4813
190 12
19.0 407.0 4432
73.0 400.0 4486
132.0 389.0 4526
213.0 383.0 4562
300.0 385.0 4602
373.0 390.0 4636
451.0 385.0 4671
516.0 383.0 4701
548.0 370.0 4729
589.0 360.0 4755
634.0 364.0 4783
695.0 366.0 4817
191 17
727.0 523.0 4450
701.0 488.0 4469
662.0 449.0 4495
623.0 419.0 4523
574.0 391.0 4551
503.0 373.0 4581
427.0 359.0 4613
392.0 351.0 4636
351.0 335.0 4659
312.0 298.0 4689
287.0 248.0 4718
271.0 206.0 4747
240.0 173.0 4776
211.0 130.0 4806
181.0 78.0 4841
147.0 48.0 4867
76.0 4.0 4915
192 16
707.0 448.0 4488
671.0 394.0 4511
631.0 359.0 4539
578.0 337.0 4567
515.0 328.0 4594
456.0 319.0 4621
403.0 301.0 4645
360.0 281.0 4673
319.0 257.0 4703
301.0 236.0 4730
270.0 186.0 4767
239.0 167.0 4799
215.0 121.0 4826
187.0 86.0 4857
158.0 47.0 4882
101.0 7.0 4925
193 13
17.0 282.0 4529
70.0 261.0 4566
122.0 246.0 4598
177.0 223.0 4631
230.0 200.0 4658
294.0 197.0 4686
354.0 189.0 4716
411.0 162.0 4748
457.0 126.0 4781
502.0 101.0 4816
540.0 50.0 4861
570.0 42.0 4899
588.0 8.0 4936
194 8
724.0 292.0 4501
699.0 246.0 4524
665.0 201.0 4556
634.0 164.0 4586
616.0 122.0 4615
592.0 84.0 4644
568.0 52.0 4670
549.0 13.0 4716
195 7
723.0 229.0 4530
702.0 196.0 4554
665.0 158.0 4586
641.0 120.0 4615
619.0 85.0 4644
590.0 43.0 4683
585.0 4.0 4722
196 8
701.0 306.0 4571
641.0 264.0 4598
600.0 230.0 4625
591.0 215.0 4648
564.0 173.0 4675
537.0 141.0 4706
498.0 115.0 4741
462.0 102.0 4774
197 8
709.0 271.0 4571
663.0 247.0 4594
627.0 219.0 4617
617.0 202.0 4633
598.0 177.0 4654
560.0 143.0 4680
518.0 113.0 4707
462.0 78.0 4743
198 16
707.0 213.0 4571
662.0 211.0 4595
615.0 206.0 4617
566.0 206.0 4642
520.0 205.0 4668
456.0 205.0 4703
400.0 211.0 4735
336.0 222.0 4772
284.0 206.0 4805
240.0 183.0 4836
205.0 153.0 4874
197.0 113.0 4907
158.0 86.0 4949
112.0 66.0 4987
60.0 42.0 5029
15.0 9.0 5079
199 14
706.0 342.0 4593
668.0 288.0 4609
643.0 252.0 4624
637.0 246.0 4638
641.0 260.0 4656
637.0 279.0 4676
653.0 286.0 4704
653.0 286.0 4800
653.0 286.0 4900
653.0 286.0 5000
653.0 286.0 5100
653.0 286.0 5200
653.0 286.0 5300
653.0 286.0 5405
200 12
702.0 416.0 4583
636.0 398.0 4607
555.0 369.0 4638
494.0 337.0 4667
446.0 310.0 4692
405.0 301.0 4714
348.0 306.0 4741
266.0 297.0 4776
193.0 276.0 4810
128.0 261.0 4845
64.0 262.0 4891
14.0 266.0 4921
201 10
707.0 361.0 4664
622.0 374.0 4690
570.0 399.0 4710
504.0 409.0 4730
413.0 401.0 4755
323.0 377.0 4785
236.0 357.0 4811
144.0 333.0 4840
62.0 321.0 4867
3.0 305.0 4880
202 9
21.0 392.0 4744
84.0 394.0 4776
154.0 387.0 4810
239.0 401.0 4837
334.0 417.0 4867
425.0 440.0 4895
542.0 447.0 4927
645.0 444.0 4958
715.0 441.0 4977
203 13
8.0 410.0 4784
60.0 399.0 4827
124.0 391.0 4873
179.0 391.0 4914
239.0 408.0 4955
306.0 410.0 4998
375.0 402.0 5039
428.0 395.0 5081
436.0 397.0 5238
474.0 406.0 5279
500.0 400.0 5318
550.0 397.0 5366
593.0 392.0 5404
204 23
708.0 476.0 4771
628.0 432.0 4797
581.0 412.0 4815
515.0 393.0 4839
441.0 357.0 4870
367.0 320.0 4904
291.0 291.0 4939
229.0 269.0 4968
196.0 243.0 4995
167.0 222.0 5022
148.0 201.0 5054
155.0 195.0 5125
181.0 226.0 5144
226.0 251.0 5166
284.0 277.0 5194
359.0 303.0 5225
420.0 307.0 5251
475.0 324.0 5275
514.0 343.0 5295
559.0 351.0 5314
619.0 365.0 5337
659.0 370.0 5355
704.0 391.0 5374
205 18
15.0 352.0 4851
73.0 337.0 4897
130.0 318.0 4939
188.0 316.0 4976
261.0 315.0 5018
326.0 304.0 5056
387.0 289.0 5089
439.0 263.0 5123
484.0 241.0 5153
528.0 224.0 5183
561.0 202.0 5210
597.0 189.0 5240
628.0 162.0 5275
651.0 137.0 5304
664.0 116.0 5337
679.0 102.0 5362
690.0 77.0 5392
697.0 65.0 5404
206 15
11.0 378.0 4860
80.0 354.0 4915
132.0 351.0 4953
210.0 344.0 4993
276.0 341.0 5028
354.0 334.0 5066
425.0 301.0 5108
481.0 270.0 5149
538.0 243.0 5187
570.0 222.0 5215
624.0 202.0 5252
656.0 172.0 5285
670.0 149.0 5316
680.0 133.0 5339
704.0 106.0 5380
207 9
703.0 550.0 4932
669.0 516.0 4961
603.0 442.0 4995
566.0 372.0 5026
547.0 334.0 5056
527.0 334.0 5154
527.0 334.0 5200
527.0 334.0 5300
527.0 334.0 5405
208 12
10.0 262.0 4966
60.0 264.0 4999
95.0 284.0 5034
146.0 287.0 5071
217.0 305.0 5103
299.0 336.0 5136
353.0 360.0 5164
409.0 404.0 5193
459.0 436.0 5222
546.0 461.0 5253
632.0 461.0 5284
711.0 474.0 5314
209 11
9.0 286.0 4987
57.0 297.0 5020
101.0 308.0 5055
175.0 320.0 5091
244.0 338.0 5122
310.0 364.0 5154
372.0 411.0 5185
430.0 456.0 5217
512.0 486.0 5248
604.0 497.0 5282
707.0 483.0 5322
210 8
10.0 232.0 4984
74.0 238.0 5020
123.0 230.0 5061
187.0 223.0 5099
253.0 197.0 5137
307.0 156.0 5170
337.0 119.0 5198
355.0 88.0 5224
211 7
15.0 216.0 4991
59.0 220.0 5021
106.0 217.0 5062
175.0 206.0 5100
235.0 185.0 5135
287.0 154.0 5168
316.0 114.0 5202
212 5
708.0 343.0 5015
669.0 352.0 5041
634.0 361.0 5072
640.0 347.0 5124
708.0 323.0 5155
213 4
209.0 104.0 0
194.0 75.0 23
171.0 51.0 51
102.0 6.0 110
214 4
188.0 105.0 0
167.0 74.0 32
139.0 50.0 63
62.0 3.0 131
215 5
222.0 149.0 0
211.0 110.0 33
189.0 74.0 64
137.0 40.0 105
86.0 10.0 165
216 6
202.0 157.0 0
193.0 115.0 33
174.0 88.0 64
140.0 65.0 96
114.0 47.0 123
64.0 3.0 171
217 26
365.0 379.0 0
380.0 370.0 123
357.0 361.0 154
317.0 355.0 179
304.0 354.0 202
305.0 370.0 231
307.0 380.0 258
321.0 398.0 343
357.0 416.0 372
419.0 429.0 400
451.0 466.0 422
461.0 516.0 443
466.0 539.0 463
474.0 525.0 507
474.0 494.0 535
439.0 438.0 563
404.0 392.0 588
350.0 372.0 613
304.0 363.0 635
269.0 357.0 659
230.0 331.0 683
188.0 304.0 708
140.0 299.0 736
100.0 298.0 767
56.0 295.0 797
10.0 310.0 821
218 5
176.0 421.0 0
161.0 415.0 32
128.0 412.0 65
83.0 418.0 100
8.0 426.0 149
219 23
347.0 440.0 0
344.0 423.0 126
332.0 413.0 161
336.0 408.0 196
389.0 419.0 219
443.0 445.0 242
481.0 487.0 261
506.0 525.0 282
528.0 556.0 304
536.0 566.0 339
542.0 569.0 446
545.0 560.0 501
530.0 538.0 526
507.0 501.0 549
467.0 461.0 577
436.0 415.0 605
382.0 376.0 631
331.0 364.0 653
276.0 358.0 679
212.0 361.0 713
140.0 350.0 746
87.0 352.0 781
18.0 359.0 818
220 28
390.0 402.0 0
390.0 402.0 100
375.0 399.0 130
354.0 390.0 156
340.0 387.0 224
343.0 394.0 258
382.0 413.0 279
419.0 425.0 304
455.0 452.0 326
463.0 466.0 347
482.0 482.0 371
489.0 502.0 398
499.0 523.0 428
513.0 527.0 451
518.0 519.0 474
519.0 504.0 505
498.0 468.0 529
463.0 417.0 556
427.0 381.0 579
376.0 351.0 602
334.0 333.0 626
307.0 333.0 653
278.0 334.0 680
225.0 323.0 709
170.0 322.0 735
119.0 320.0 761
78.0 327.0 786
7.0 337.0 824
221 21
10.0 229.0 628
32.0 231.0 655
58.0 238.0 689
82.0 237.0 720
94.0 240.0 813
115.0 243.0 842
151.0 242.0 874
186.0 260.0 898
233.0 284.0 930
280.0 298.0 961
325.0 310.0 986
367.0 332.0 1014
408.0 343.0 1037
457.0 346.0 1061
493.0 334.0 1086
540.0 321.0 1114
559.0 317.0 1134
581.0 322.0 1155
612.0 331.0 1177
635.0 337.0 1195
708.0 369.0 1229
222 24
613.0 37.0 711
609.0 63.0 739
620.0 78.0 769
633.0 90.0 799
631.0 92.0 986
613.0 97.0 1314
607.0 117.0 1373
607.0 149.0 1407
598.0 174.0 1446
586.0 191.0 1479
571.0 208.0 1518
552.0 216.0 1546
523.0 219.0 1583
535.0 228.0 1685
554.0 235.0 1716
580.0 242.0 1750
601.0 254.0 1782
614.0 261.0 1812
633.0 272.0 1849
647.0 278.0 1897
661.0 297.0 1922
674.0 344.0 1951
699.0 406.0 1986
725.0 461.0 2016
223 14
498.0 40.0 724
506.0 57.0 750
513.0 78.0 826
535.0 89.0 856
564.0 101.0 892
586.0 138.0 923
599.0 161.0 952
606.0 183.0 983
626.0 195.0 1027
635.0 216.0 1079
643.0 232.0 1117
660.0 250.0 1159
680.0 268.0 1185
710.0 322.0 1240
224 12
494.0 46.0 761
497.0 60.0 803
512.0 86.0 852
542.0 88.0 892
569.0 113.0 923
583.0 146.0 952
590.0 170.0 984
608.0 199.0 1022
627.0 229.0 1051
650.0 243.0 1087
669.0 258.0 1122
709.0 284.0 1176
225 21
543.0 49.0 807
565.0 66.0 853
583.0 82.0 889
596.0 107.0 920
618.0 127.0 951
634.0 136.0 980
621.0 153.0 1015
613.0 182.0 1048
615.0 198.0 1091
618.0 225.0 1125
611.0 238.0 1161
578.0 249.0 1187
536.0 250.0 1207
476.0 238.0 1233
395.0 224.0 1266
310.0 207.0 1294
237.0 207.0 1322
179.0 207.0 1348
123.0 206.0 1380
72.0 241.0 1415
21.0 251.0 1457
226 12
517.0 46.0 787
533.0 72.0 831
558.0 84.0 865
585.0 109.0 897
607.0 130.0 928
619.0 151.0 966
633.0 175.0 999
647.0 194.0 1035
655.0 206.0 1062
665.0 221.0 1105
675.0 238.0 1152
709.0 268.0 1198
227 12
505.0 48.0 875
465.0 89.0 906
440.0 130.0 945
408.0 188.0 974
407.0 243.0 1000
405.0 298.0 1029
396.0 344.0 1053
417.0 399.0 1078
434.0 476.0 1108
436.0 546.0 1135
434.0 577.0 1156
438.0 581.0 1168
228 19
531.0 46.0 888
513.0 55.0 911
478.0 86.0 937
448.0 107.0 966
422.0 132.0 997
410.0 178.0 1025
406.0 229.0 1053
398.0 278.0 1078
399.0 328.0 1102
396.0 362.0 1120
377.0 384.0 1136
350.0 425.0 1159
319.0 478.0 1183
319.0 524.0 1204
328.0 557.0 1223
342.0 575.0 1246
372.0 578.0 1272
396.0 574.0 1295
406.0 577.0 1332
229 18
218.0 582.0 972
241.0 563.0 1014
272.0 517.0 1040
309.0 463.0 1066
338.0 427.0 1087
378.0 401.0 1109
405.0 385.0 1129
443.0 352.0 1154
468.0 320.0 1176
486.0 313.0 1203
505.0 308.0 1232
535.0 310.0 1256
582.0 308.0 1277
618.0 315.0 1296
653.0 351.0 1316
697.0 396.0 1346
699.0 379.0 1381
709.0 354.0 1406
230 15
186.0 582.0 963
199.0 550.0 992
229.0 526.0 1019
252.0 490.0 1046
294.0 428.0 1073
335.0 391.0 1101
367.0 360.0 1122
388.0 344.0 1136
425.0 322.0 1160
450.0 317.0 1185
475.0 341.0 1205
506.0 383.0 1224
553.0 422.0 1246
621.0 450.0 1269
713.0 438.0 1304
231 15
537.0 51.0 1150
520.0 79.0 1171
496.0 112.0 1203
466.0 136.0 1231
432.0 162.0 1260
395.0 179.0 1289
343.0 192.0 1321
300.0 191.0 1347
251.0 191.0 1377
210.0 203.0 1403
166.0 199.0 1431
130.0 210.0 1462
94.0 231.0 1490
54.0 240.0 1520
17.0 251.0 1548
232 60
14.0 403.0 632
66.0 395.0 663
96.0 392.0 700
109.0 390.0 784
139.0 388.0 808
189.0 382.0 833
235.0 379.0 854
280.0 385.0 878
332.0 393.0 903
378.0 398.0 926
423.0 416.0 950
456.0 427.0 968
497.0 448.0 990
545.0 458.0 1017
604.0 459.0 1041
628.0 458.0 1062
656.0 447.0 1088
658.0 425.0 1123
650.0 387.0 1145
652.0 357.0 1168
657.0 318.0 1188
642.0 285.0 1213
598.0 257.0 1236
545.0 232.0 1262
503.0 216.0 1284
463.0 202.0 1308
452.0 197.0 1338
433.0 183.0 1503
406.0 178.0 1527
374.0 179.0 1556
340.0 191.0 1584
306.0 201.0 1616
306.0 201.0 1700
306.0 201.0 1800
306.0 201.0 1900
291.0 195.0 1944
301.0 199.0 2015
311.0 210.0 2065
344.0 228.0 2091
381.0 244.0 2120
418.0 244.0 2147
444.0 255.0 2176
474.0 255.0 2211
484.0 252.0 2481
515.0 243.0 2509
549.0 250.0 2539
558.0 251.0 2568
573.0 247.0 2599
573.0 247.0 2700
573.0 247.0 2800
573.0 247.0 2900
573.0 247.0 3000
573.0 247.0 3100
573.0 247.0 3200
573.0 247.0 3300
599.0 243.0 3415
622.0 250.0 3444
658.0 263.0 3466
685.0 275.0 3486
714.0 279.0 3505
233 64
17.0 432.0 638
66.0 424.0 669
96.0 421.0 695
140.0 420.0 719
180.0 417.0 741
223.0 417.0 762
229.0 417.0 791
240.0 415.0 851
268.0 412.0 874
312.0 419.0 898
356.0 426.0 918
397.0 435.0 941
428.0 451.0 961
473.0 471.0 984
507.0 487.0 1005
552.0 493.0 1025
607.0 500.0 1046
646.0 513.0 1065
704.0 515.0 1091
714.0 481.0 1125
700.0 431.0 1147
690.0 390.0 1172
674.0 341.0 1199
655.0 299.0 1226
629.0 284.0 1249
585.0 256.0 1275
542.0 236.0 1300
493.0 216.0 1324
451.0 213.0 1348
422.0 201.0 1372
416.0 195.0 1402
418.0 192.0 1485
403.0 194.0 1579
387.0 209.0 1620
365.0 197.0 1672
334.0 218.0 1793
319.0 230.0 1812
291.0 226.0 1839
291.0 226.0 1900
286.0 218.0 1980
302.0 226.0 2059
332.0 250.0 2085
386.0 261.0 2111
431.0 263.0 2137
452.0 262.0 2167
482.0 276.0 2199
497.0 275.0 2231
498.0 263.0 2360
510.0 265.0 2472
522.0 271.0 2519
552.0 274.0 2543
584.0 270.0 2567
601.0 263.0 2594
601.0 263.0 2600
601.0 263.0 2700
601.0 263.0 2800
601.0 263.0 2900
607.0 263.0 2957
623.0 249.0 3143
635.0 237.0 3175
637.0 233.0 3362
649.0 232.0 3466
677.0 248.0 3485
716.0 267.0 3514
234 14
10.0 410.0 781
66.0 426.0 800
104.0 433.0 825
162.0 427.0 851
212.0 439.0 872
274.0 447.0 891
316.0 443.0 909
356.0 443.0 931
395.0 457.0 946
449.0 496.0 965
507.0 520.0 981
538.0 537.0 995
613.0 537.0 1017
705.0 536.0 1044
235 15
60.0 9.0 748
107.0 40.0 781
149.0 70.0 806
204.0 97.0 831
255.0 112.0 854
300.0 129.0 882
361.0 145.0 907
396.0 161.0 929
437.0 190.0 953
489.0 194.0 974
517.0 205.0 991
556.0 230.0 1010
598.0 248.0 1031
650.0 270.0 1054
718.0 275.0 1085
236 18
705.0 180.0 1694
666.0 186.0 1715
622.0 183.0 1739
581.0 192.0 1763
532.0 198.0 1787
481.0 208.0 1813
458.0 209.0 1838
443.0 202.0 1863
410.0 202.0 1885
371.0 214.0 1907
329.0 228.0 1928
281.0 241.0 1951
241.0 235.0 1972
203.0 219.0 1992
154.0 221.0 2019
115.0 228.0 2046
80.0 229.0 2073
13.0 235.0 2116
237 22
708.0 156.0 1655
675.0 146.0 1675
662.0 156.0 1718
636.0 165.0 1734
600.0 171.0 1753
556.0 177.0 1772
524.0 181.0 1793
489.0 182.0 1815
471.0 178.0 1839
433.0 176.0 1868
391.0 185.0 1892
337.0 181.0 1916
292.0 180.0 1940
254.0 183.0 1962
224.0 181.0 1984
179.0 187.0 2006
144.0 194.0 2029
102.0 203.0 2062
78.0 209.0 2091
57.0 213.0 2122
45.0 211.0 2151
6.0 227.0 2197
238 34
703.0 522.0 1763
629.0 497.0 1781
563.0 459.0 1801
515.0 414.0 1822
463.0 373.0 1841
432.0 327.0 1859
385.0 288.0 1879
346.0 259.0 1898
318.0 230.0 1921
307.0 211.0 1939
310.0 209.0 1976
327.0 203.0 2057
342.0 201.0 2091
371.0 217.0 2113
407.0 222.0 2135
440.0 226.0 2161
475.0 234.0 2182
494.0 239.0 2300
506.0 235.0 2486
522.0 226.0 2505
536.0 225.0 2528
557.0 223.0 2553
568.0 222.0 2602
588.0 225.0 2624
588.0 225.0 2700
588.0 225.0 2800
588.0 225.0 2900
588.0 225.0 3000
599.0 221.0 3197
602.0 228.0 3461
619.0 231.0 3474
646.0 247.0 3490
671.0 257.0 3509
710.0 274.0 3528
239 11
700.0 500.0 1791
638.0 497.0 1810
566.0 484.0 1833
482.0 455.0 1857
415.0 430.0 1881
351.0 414.0 1902
275.0 413.0 1925
210.0 415.0 1946
158.0 421.0 1964
102.0 434.0 1986
10.0 449.0 2019
240 8
47.0 6.0 1819
96.0 50.0 1864
133.0 70.0 1894
169.0 80.0 1917
199.0 81.0 1938
224.0 88.0 1959
248.0 98.0 1990
270.0 113.0 2022
241 8
90.0 6.0 1819
139.0 44.0 1864
160.0 66.0 1887
188.0 76.0 1909
220.0 84.0 1934
250.0 109.0 1964
275.0 118.0 1985
302.0 117.0 2023
242 12
10.0 402.0 1905
41.0 410.0 1929
90.0 408.0 1957
147.0 406.0 1984
218.0 422.0 2013
282.0 436.0 2038
365.0 434.0 2068
438.0 429.0 2095
509.0 430.0 2121
578.0 430.0 2151
638.0 424.0 2176
718.0 401.0 2212
243 24
12.0 278.0 1982
46.0 271.0 2012
70.0 266.0 2040
92.0 263.0 2066
129.0 256.0 2094
147.0 254.0 2117
165.0 255.0 2133
216.0 246.0 2160
263.0 238.0 2186
319.0 226.0 2220
368.0 216.0 2247
398.0 206.0 2276
414.0 194.0 2302
438.0 191.0 2333
456.0 194.0 2358
477.0 192.0 2381
498.0 192.0 2405
535.0 187.0 2436
564.0 176.0 2465
589.0 159.0 2492
616.0 137.0 2524
635.0 127.0 2555
670.0 113.0 2581
706.0 104.0 2616
244 25
16.0 236.0 2012
52.0 236.0 2046
63.0 238.0 2069
73.0 242.0 2088
90.0 251.0 2108
111.0 247.0 2140
131.0 245.0 2175
166.0 239.0 2218
196.0 238.0 2242
245.0 230.0 2268
275.0 215.0 2292
311.0 209.0 2316
349.0 198.0 2341
391.0 191.0 2369
407.0 188.0 2401
435.0 188.0 2434
467.0 182.0 2462
504.0 177.0 2490
538.0 171.0 2513
557.0 151.0 2534
562.0 132.0 2568
568.0 99.0 2596
566.0 72.0 2624
557.0 44.0 2666
545.0 10.0 2708
245 22
11.0 261.0 2012
51.0 257.0 2045
71.0 260.0 2078
97.0 268.0 2111
120.0 263.0 2142
139.0 263.0 2174
162.0 258.0 2225
208.0 256.0 2247
256.0 247.0 2272
300.0 235.0 2299
335.0 224.0 2329
387.0 209.0 2362
418.0 204.0 2391
440.0 207.0 2439
482.0 202.0 2469
526.0 196.0 2497
568.0 187.0 2522
581.0 159.0 2545
596.0 119.0 2577
596.0 89.0 2611
587.0 54.0 2652
564.0 15.0 2716
246 14
17.0 397.0 2182
73.0 384.0 2220
120.0 376.0 2257
188.0 373.0 2291
251.0 374.0 2323
316.0 368.0 2355
381.0 364.0 2387
435.0 367.0 2418
473.0 374.0 2443
535.0 368.0 2473
577.0 369.0 2496
632.0 380.0 2523
666.0 385.0 2547
705.0 388.0 2568
247 12
12.0 434.0 2182
78.0 416.0 2225
142.0 402.0 2271
221.0 405.0 2306
321.0 406.0 2350
384.0 400.0 2380
433.0 392.0 2404
469.0 388.0 2424
527.0 393.0 2453
601.0 400.0 2489
650.0 405.0 2519
712.0 412.0 2551
248 26
23.0 404.0 2294
90.0 389.0 2337
141.0 388.0 2373
204.0 378.0 2404
270.0 376.0 2432
334.0 370.0 2461
385.0 364.0 2485
444.0 368.0 2514
503.0 358.0 2543
545.0 360.0 2574
545.0 360.0 2600
545.0 360.0 2700
545.0 360.0 2800
545.0 360.0 2900
545.0 360.0 3000
545.0 360.0 3100
545.0 360.0 3200
545.0 360.0 3300
567.0 351.0 3340
567.0 351.0 3400
567.0 351.0 3500
567.0 351.0 3600
575.0 345.0 3684
624.0 342.0 3712
662.0 355.0 3734
711.0 375.0 3757
249 26
14.0 427.0 2310
66.0 419.0 2341
117.0 408.0 2371
193.0 415.0 2401
274.0 406.0 2432
337.0 401.0 2461
402.0 401.0 2494
468.0 392.0 2524
533.0 388.0 2556
577.0 391.0 2586
578.0 375.0 2728
578.0 375.0 2700
578.0 375.0 2800
578.0 375.0 2900
578.0 375.0 3000
578.0 375.0 3100
578.0 375.0 3200
578.0 375.0 3300
586.0 369.0 3346
586.0 369.0 3400
586.0 369.0 3500
586.0 369.0 3600
606.0 372.0 3685
631.0 371.0 3703
672.0 379.0 3723
712.0 387.0 3743
250 10
9.0 443.0 2337
72.0 432.0 2367
123.0 428.0 2394
184.0 438.0 2418
248.0 477.0 2441
307.0 508.0 2464
363.0 534.0 2485
428.0 546.0 2507
456.0 560.0 2528
466.0 575.0 2552
251 16
7.0 335.0 2340
62.0 315.0 2371
97.0 299.0 2400
126.0 272.0 2421
172.0 253.0 2447
216.0 230.0 2471
254.0 217.0 2493
269.0 214.0 2509
293.0 201.0 2529
319.0 182.0 2551
352.0 158.0 2574
392.0 143.0 2600
436.0 125.0 2628
454.0 90.0 2658
431.0 64.0 2684
399.0 59.0 2703
252 17
11.0 317.0 2352
58.0 296.0 2379
95.0 271.0 2408
130.0 251.0 2431
169.0 234.0 2462
200.0 221.0 2483
235.0 211.0 2502
254.0 204.0 2522
276.0 193.0 2548
306.0 168.0 2572
340.0 161.0 2595
380.0 155.0 2619
428.0 136.0 2648
454.0 116.0 2673
453.0 84.0 2702
420.0 68.0 2736
394.0 60.0 2761
253 18
5.0 290.0 2502
63.0 263.0 2534
110.0 253.0 2567
154.0 250.0 2597
202.0 256.0 2621
240.0 269.0 2648
283.0 274.0 2675
322.0 279.0 2702
388.0 272.0 2737
447.0 271.0 2771
505.0 257.0 2805
545.0 233.0 2833
592.0 204.0 2869
626.0 184.0 2900
645.0 153.0 2935
666.0 128.0 2968
684.0 118.0 2998
712.0 112.0 3017
254 18
14.0 318.0 2511
51.0 291.0 2536
93.0 280.0 2565
126.0 280.0 2593
170.0 279.0 2623
212.0 287.0 2649
256.0 290.0 2678
301.0 278.0 2708
365.0 258.0 2743
421.0 247.0 2776
477.0 236.0 2809
533.0 217.0 2846
574.0 195.0 2881
608.0 175.0 2916
633.0 148.0 2951
645.0 125.0 2983
666.0 116.0 3013
709.0 110.0 3042
255 11
10.0 413.0 2519
59.0 409.0 2547
105.0 382.0 2580
167.0 367.0 2606
248.0 384.0 2631
322.0 389.0 2652
410.0 401.0 2677
490.0 412.0 2700
583.0 416.0 2729
659.0 399.0 2753
710.0 370.0 2771
256 31
22.0 231.0 2670
37.0 246.0 2701
36.0 260.0 2742
42.0 286.0 2764
49.0 312.0 2789
50.0 333.0 2811
42.0 370.0 2836
50.0 395.0 2861
75.0 410.0 2886
128.0 409.0 2920
174.0 417.0 2952
215.0 423.0 2986
236.0 418.0 3017
215.0 404.0 3116
195.0 403.0 3144
201.0 393.0 3326
240.0 386.0 3346
295.0 365.0 3372
327.0 349.0 3394
363.0 344.0 3420
386.0 350.0 3450
398.0 351.0 3565
398.0 351.0 3600
398.0 351.0 3700
398.0 351.0 3800
398.0 351.0 3900
398.0 351.0 4000
394.0 343.0 4030
394.0 343.0 4100
394.0 343.0 4200
394.0 343.0 4294
257 9
11.0 268.0 2670
59.0 261.0 2708
109.0 248.0 2744
147.0 238.0 2772
203.0 228.0 2801
269.0 216.0 2831
326.0 202.0 2864
377.0 184.0 2895
402.0 165.0 2922
258 19
8.0 290.0 2670
50.0 288.0 2701
88.0 277.0 2728
131.0 268.0 2759
192.0 250.0 2792
249.0 256.0 2817
313.0 246.0 2847
343.0 236.0 2872
364.0 214.0 2895
